system_id,sentence
26,你覺得老人民代們會把法修回去砸自己的腳嗎
26,不會
26,台灣人就他媽自業自得
26,今天撞死這幾個有什麼用
26,撞到哪個達官貴人的小孩了嗎
26,上次都撞到康橋仔了有什麼改變嗎
26,沒有，
26,被撞死的小孩你只能怪你爸媽用四五十年
26,自己用民粹把台灣交通搞成這樣
27,幹
27,今天又看到新聞，個歲老人開車暴衝三峽
27,這種三寶到底要怎麼治
27,本肥想到個方法啦
27,強制高齡駕駛買高齡專用車險
27,但這些錢不白繳啦，政府拿去
27,補助駕訓班開高齡者反應特訓班教阿嬤怎麼分油門煞車後照鏡不是拿來補妝的
27,補助裝自動煞停或車道維持，沒裝的車不准上路，抓到就罰孫子孝親費加倍
27,路上高齡三寶大減，因為保費提高，阿公自己會算不如叫孫子載，省錢啦
27,這樣搞，馬路少堆移動神主牌，高齡者也能繼續開車只要他們夠有錢，兼二顧摸蜊
27,大家覺得這方法有搞頭嗎
27,還是直接沒收老人駕照比較快
27,我阿嬤說如果我發這篇文，她就要斷我網路
28,老實說近期也不是第次那麼嚴重的車禍了吧，
28,新聞大概熱三天，又回到大罷免，
28,交通部就是新聞稿會研議修法，然後沒下文，
28,然後可能最近幾天三峽酒測會抓嚴點，
28,政府發發臉書強烈表達遺憾，然後沒下文，
28,七條命就這樣死的不明不白，
28,兩手攤沒錢，要關也關不了幾年
29,///
29,///
29,///
29,///
29,///
29,///
29,男，，昏迷，送亞東
29,女，，，送恩主公
29,女，，清醒，送亞東
29,女，，送亞東
29,女，，，送恩主公
29,男，，送土城長庚
29,女，，土城長庚
29,女，，土城長庚
29,女，，，送亞東
29,女，，，土城長庚
29,女，，亞東
29,男，，昏迷，送恩主公
29,女，，土城長庚
29,女，，恩主公
29,女，，恩主公
29,男，，清醒，土城長庚
29,禱告傷者脫離危險，譴責駕駛
30,有人看到台灣發生車禍就會嘲諷說老人或女人開的檢討這些東西
30,然後過沒幾天又發生同樣的事循環而已那麼我就可以懷疑跟老人女人沒關係
30,而是有更深厚的原因才對也就是說只要看數據就會發現台灣交通事故率
30,就是比其他國家更高台灣人出國駕駛也比其他國家更容易出事代表台灣人本身
30,駕駛技術就有問題而就我在路上的經驗亂騎車開車的人確實是大堆常常看到
30,外賣的車禍跟客車起衝突不然就是亂超速亂變道的把馬路當家裡賽車場開樣
30,還有人講電話的我還親眼看過有人騎車要左轉結果他頭朝右閉眼睛在左轉的
30,不知道是在練啥特技嗎
30,所以我寧願搭捷運或公車至少還能補眠看手機因此
30,我認為台灣人不把駕駛當回事隨隨便便騎車開車聊天才是主因不像美國的飛行員
30,連啟動引擎都要照標準作業流程確認順序而台灣人駕駛習慣就很糟糕這種駕駛心態
30,難怪酒駕撞死人也不在意
31,這簡單
31,同條路再加個紅綠燈
31,測速照相區間測速
31,某党票比例不少都低端老人
31,敢限制老人不能開車
31,不想選舉了是不是
31,你第天當台灣人
31,菜逼八
32,大家好，我是八卦優文子啦
32,幹你娘
32,看到這個三峽的車禍意外真的嚇死我了，人家小妹妹放學好好的過斑馬線，居然
32,就這樣被垃圾老人撞飛了
32,行人到底是多可憐，都已經乖乖遵守交通規則了，還是直被車子撞死，都已經退不知道
32,幾百步了內
32,好笑的事，你政府沒辦法阻止垃圾開車撞人，至少要提供安全的過馬路空間吧
32,用天橋跟地下道給人走啊，你他媽的是有看過，汽車開上天橋撞死人的嗎
32,有沒有天橋拔光光的八卦
33,剛剛三峽的案件看了真的讓人氣憤又難過
33,少子化的時代那些孩童都是國家重要的資產
33,前幾天花蓮也件類似的案件
33,應該很多人都不相信車輛機械故障爆衝
33,全世界就你台灣車子會爆衝嗎
33,隔壁日本早就有高齡者駕照回訓的制度
33,甚至鼓勵高齡者主動繳回駕照以換取政府提供更多的社會福利
33,這幾年老人駕車爆衝的事件層出不窮
33,加上目前內閣滿意度最高的就是交通部長
33,有沒有可能推動駕照回訓制度
34,每次看到這些老畜生都快掛了然後帶走年輕幼童的生命真的很氣
34,都說民進黨爛
34,結果現在藍白過半也不修法
34,最好是退休後就不能開車
34,畢竟有補助公共交通費了
34,或是只能騎車出事還不會這麼嚴重
34,相信這次還是不會修法
35,媒體來源
35,聯合報
35,記者署名
35,張文馨
35,完整新聞標題
35,三峽重大車禍賴總統指示政院成立專案小組因應
35,完整新聞內文
35,有關新北市三峽區北大國小發生重大車禍事，總統府發言人郭雅慧今日表示，賴
35,清德總統聞訊後感到震驚且痛心，並表達高度關切，第時間指示行政院成立專案小組即
35,時掌握情勢，要求積極協調醫療資源，全力投入救護傷患與協助家屬，協助傷者早日康復
35,，並盡速釐清事故發生原因
35,新北市名歲老翁今天下午時許，開車行經三峽區北大國小前時，不明原因高速衝撞停
35,等紅燈的雙載機車，再撞上過馬路的名國中生，車輛接著再往前直衝國小前準備放學的
35,學童及家長，共造成人傷，其中人無生命跡象，肇事原因仍待調查
35,完整新聞連結或短網址不可用等轉載媒體
35,//////
35,備註
36,說真的，當務之急應該是馬上在高中職以下學校周圍道路上廣設減速帶吧
36,不管是要防治三峽這種垃圾老人，還是防堵像對岸那種故意開車衝撞學生殘害國家幼苗的事
36,情發生
36,設立減速帶應該有他的功效吧
36,就算上下課時間交通再塞，也比大家家裡的小孩發生這種悲劇來得好多了
37,三峽轎車衝撞學生人群重大事故賴清德震驚心痛全力救護
37,年月日
37,記者陶本和台北報導
37,/////
37,新北市三峽區國光街國成街口北大國小旁日下午時分放學時間傳出重大車禍
37,消防局通報資訊，輛自小客車衝撞學生人群，名學生受傷倒地，其中名學生無生
37,命跡象
37,對此，總統府發言人郭雅慧表示，總統賴清德聞訊後感到震驚且痛心，第時間
37,指示行政院成立專案小組掌握情勢，並下令協調醫療資源，全力投入救護傷患與協助家屬
37,根據新北市消防局時分通報資訊顯示，時分受理報案，時分趕抵現場，出動
37,車人，由組長指揮
37,現場情況為輛自小客車衝撞北大國小學生人群
37,有名學
37,生受傷倒地，其中有名學生無生命徵象
37,初步了解，該輛肇事的小客車衝撞約公尺，直到撞上中央分隔島後才停下
37,警方調查
37,，肇事駕駛高齡歲，撞擊後陷入昏迷，目前緊急送醫，詳細肇事原因仍待進步調查釐
37,清
37,對此，總統府發言人郭雅慧晚間表示，賴清德總統聞訊後感到震驚且痛心，並表達高度關
37,切，第時間指示行政院成立專案小組即時掌握情勢，要求積極協調醫療資源，全力投入
37,救護傷患與協助家屬，協助傷者早日康復，並儘速釐清事故發生原因
37,行政院發言人李慧芝也表示，行政院卓榮泰院長對於事故感到相當痛心，目前已指示衛福
37,部成立緊急醫療專案，積極協調醫療資源救護傷患，盼傷者早日康復，並請教育部內政
37,部及相關單位積極協助家屬，並儘速釐清事故發生原因
37,/////
37,▲三峽重大事故，歲駕駛因不明原因駕車暴衝
37,圖民眾提供
37,/////
37,▲三峽重大交通事故，鑑識人員採證中
37,圖記者陳以昇攝
37,心得
37,死者
38,是這樣啦
38,城武看到三峽那個新聞，有夠恐怖
38,不過更恐怖的事台灣最近堆老人開車亂撞跟殺人沒兩樣
38,放寬老人開車標準讓老人這樣直殺人，誰要負責啊
39,媒體來源
39,自由時報
39,記者署名
39,記者陳昀台北報導
39,完整新聞標題
39,三峽汽車爆衝撞學童賴總統震驚痛心指示政院成立專案小組
39,完整新聞內文
39,//
39,記者陳昀台北報導新北市三峽區北大國小旁下午時許發生重大車禍，總統府發言
39,人郭雅慧表示，賴清德總統聞訊後感到震驚且痛心，並表達高度關切，第時間指示行政
39,院成立專案小組即時掌握情勢，要求積極協調醫療資源，全力投入救護傷患與協助家屬，
39,協助傷者早日康復，並儘速釐清事故發生原因
39,新北市三峽區國光街國成街口北大國小旁，今天下午時許發生重大車禍
39,輛自小客
39,車不明原因衝撞多名路人，造成人輕重傷，其中人命危，警消趕抵發現現場有多名
39,學童受傷，隨即包紮並分批將患者送往醫院搶救，據了解，肇事駕駛是歲老翁，目前昏
39,迷也被送往醫院救治
39,完整新聞連結或短網址不可用等轉載媒體
39,//////
39,備註
40,剛剛在看三峽車禍的消息
40,結果看到還有人在問駕駛是不是中國人
40,///////
40,///////
40,/////_
40,這些人是怎樣啊
41,以下為介紹
41,池袋暴走事故的判決於年月日由東京地方法院宣判
41,被告飯塚幸三當時歲被
41,判處有期徒刑年，為實刑判決
41,這起事故發生於年月日，在東京都豐島區東池袋，輛轎車失控暴衝，導致對
41,母女喪生，另有人受傷，是起嚴重的交通事故
41,在審判過程中，飯塚被告主張事故是由車輛故障引起，並否認自己有過失
41,法院認為他缺
41,乏反省之意，這對量刑產生了不利影響
41,儘管考慮到他高齡以及已受到社會制裁的事實，
41,最終仍判處實刑
41,飯塚被告並未上訴，判決已經確定
41,台灣法官應該也會考量已經高齡
41,判個幾年就沒事了吧
41,哭哭
42,不用交通部阿
42,自己看台灣民眾怎麼處理
42,上次台南小女童往生後
42,全國傷心天交通部震怒撥錢改善人行道未禮讓行人重罰
42,全台交通大執法天職業駕駛直言不能開車
42,社會撻伐行人帝王行人再次被撞
42,你要改善什麼
42,反正台灣怎麼做到最後都有台灣玩法
42,行人地獄大執法變成三個枕木紋才舉發
42,畫人行道店家就不能做生意做庇護島就會開上去
42,前幾天高雄不是才個畫人行道堆人就不會開車了
42,反正台灣民意最大嘛你說
42,笑死人鬼島
43,不是只成立辦公室
43,專案小組
43,而是要跟國民說接下來的處理方式啊
43,事情發生原因
43,臨時處理
43,長期處理
43,不然新北市長自己出來說明啊
43,感覺總統跟新北市長都在睡，
43,不如問牢裡那個的，
43,說不定還比較有明確的處理方式
44,獨三峽重大車禍傳出人撞擊瞬間影像曝光
44,聯合報記者李定宇新北即時報導
44,新北市三峽區國光街與國成街口近某國小處，稍早疑似發生民眾駕駛自小客車暴衝事件，
44,造成現場多位民眾遭受撞擊，新北市消防局獲報後，立即派遣多輛救護車到場，初步估算
44,有名傷者
44,民眾提供車輛撞擊瞬間畫面，名帶小孩家長機車被撞爛，前面學童也群人被撞飛，畫
44,面相當驚悚
44,目前已知人
44,//////
44,_____
45,如題
45,三峽重大車禍
45,國家幼苗就這樣沒了
45,已經少子化了還出這種事
45,唉真的讓人覺得很悲哀
45,臺灣交通應該怎麼改善
45,怎麼感覺說了很久還是樣
45,有沒有相關八卦
46,大概沒多久後會辦公祭，
46,然後有幕僚會送花上去，
46,上面會放張卡片，寫著
46,小朋友
46,"叔叔不会讓你白白犧牲,這個社會破了很多洞,我會用盡全力來把他們都補起來"
46,惠帝
47,腦殘脆上還有群下幹青鳥在扯政治
47,正常人的第個問題應該是關心傷者吧
47,來看看這群下幹腦的第個問題是什麼
47,///
47,///
47,還配當人類嗎
47,噁心
48,造謠是不是
48,是怎麼判斷是小學生的
48,畫面裡堆三國中的運動服和制服
48,鄉民整天噴記者，結果看到自動解釋成小學生
49,沒開過特斯拉
49,想問有開過的潮潮
49,如果車前方有人
49,硬是踩油門的話
49,特斯拉會強行煞車嗎
50,剛剛下班就看到三峽重大車禍，
50,就是交通已經爛蠻久，
50,每天都在撞死人，
50,官員都沒啥辦法，
50,個交通事故也要用專案小組
50,成立這種小組定需要特別的經費支出，
50,不知道會不會在立院預算又不過了
50,調查車禍改善要個百億之類的，
50,然後立院又砍經費氣噗噗
50,又要請台北市的手語老師支援開記者會了
51,現在台灣的交通就是在煉蠱，看死的人多不多，
51,等搞到真的會有人受不了，次性傷亡太多，幾十個，
51,才可能會立法
51,光是酒駕毒駕老人駕駛駕照考核
51,大貨車學長計程車，這些都是行駛中的炸彈，
51,哪天倒楣，就是你跟家人遇上了
51,在這鬼島想要過安全馬路，就只能自求多福
51,有天橋就盡量少走斑馬線
51,反正法官判得那麼輕，肇事駕駛根本無所謂
51,除非今天被撞死的小孩裡面有法官或是黨的小孩
51,不然這種情形只會繼續發生，看誰八字輕倒楣而已
52,三峽傷車禍
52,父接女兒下課險遭撞嚇傻從旁擦過時速↑畫面曝
52,記者陳以昇劉人豪新北報導
52,////
52,_
52,///_//
52,新北市三峽區國光街國成街口北大國小旁日下午時分放學時間傳出重大車禍
52,，造成人輕重傷，其中人失去呼吸心跳
52,名父親在社群網站發文指出，當時接女兒
52,下課遇到嚇傻，該輛肇事車輛直接從旁邊削過去，有網友表示聽引擎聲音感覺時速不只
52,輛自小客行經該路段時，突因不明原因失控暴衝，衝撞多名路人，共人輕重傷，其中
52,人傷勢嚴重，當場失去呼吸心跳
52,名正要接女兒下課的父親，在發文指出，生死瞬間嚇得心有餘悸，碰到這恐
52,怖的車禍，重點是他就從我旁邊削過去，希望那些傷員沒有大礙
52,有網友留言聽引擎
52,聲音，肇事車輛時速感覺不止
52,新北地檢署稍早立即指派重大刑案專組主任檢察官及檢察官組成專案小組，進駐新北市政
52,府警察局三峽分局，指揮三峽分局調查車禍發生經過，儘速查明事實
52,/////
53,改成歲以上要定期健康檢查才能上路
53,高齡或有病的禁止上路
53,不過我想高齡的支持者都是鐵票
53,感覺這次事件之後也不會有任何改變
54,媒體來源新聞雲
54,記者署名陳以昇黃彥傑莊智勝陳煥丞
54,完整新聞標題目擊三峽恐怖車禍
54,北大國小女師哭了全時向路口很多學生過馬路
54,完整新聞內文
54,新北市三峽區國光街國成街口北大國小旁日下午時分放學時間傳出重大車禍，
54,造成人輕重傷，其中人失去呼吸心跳，命危搶救中
54,稍早在現場指揮交通的北大國小張
54,姓教師度淚崩，紅著眼眶還原事發經過，直指該輛肇事轎車根本沒有減速
54,張姓老師說，她在北大國小任教，當時正值放學時間，學生陸續走出校門，而她也到路口指
54,揮交通
54,事發的路口是全時相，當時行人是綠燈，很多學童斜著走過馬路，但該輛轎車卻突
54,然闖越紅燈，毫不減速猛力衝撞，現場至少有名學童受傷
54,在事故發生後，部分傷者被送到恩主公醫院治療，張姓老師也前往急診室門口，對於目睹車
54,禍發生情緒衝擊相當大，受訪完後度忍不住情緒淚崩當場痛哭失聲
54,完整新聞連結或短網址不可用
54,等轉載媒體
54,///
54,備註
54,///
54,///
54,///
55,阿肥我剛滑啦
55,看到台派們查出蛛絲馬跡惹
55,///
55,///
55,///
55,///
55,不是台灣交通爛
55,而是很有可能阿共陰毛
55,有沒有卦
56,聯合
56,北大國小重大車禍肇事者余姓老翁暫脫險總統趕赴土城醫院
56,聯合報記者李定宇劉懿萱張策新北即時報導
56,今天下午時放學時段，新北市三峽北大國小旁發生重大交通事故，七旬余姓老翁駕車疑發
56,生暴衝，衝撞停等紅燈的機車過馬路學生，再自撞分隔島後才停車，現場片狼藉，有
56,人送醫，有多人傷勢嚴重
56,肇事的余姓老翁送亞東醫院時意識模糊左腿骨折頭部擦傷，
56,暫無生命危險，目前打麻藥，還無法表達說明過程
56,對於此重大事故，除了新北市長侯友宜第時間趕赴亞東土城及恩主公家醫院，賴清
56,德總統也將在稍後趕往土城醫院探視，行政院長卓榮泰將前往恩主公醫院亞東醫院
56,警方調查，今天下午時許，三峽區國成路與國光街口發生轎車衝撞行人事故，初步了解傷
56,者涉及三峽國中學生名金祥慈幼兒園名，及位民眾含余姓駕駛
56,教育局表示，已第時間啟動校安應變機制，目前初步回報三峽國中名學生受波及，名送
56,三峽恩主公醫院，其中名，名分別中傷及重傷
56,名送土城長庚醫院，其中名，
56,名輕傷
