system_id,word,pos
2,外,Ng
2,拋,VC
2,，,COMMACATEGORY
2,但,Cbb
2,撞擊,Nv
2,力道,Na
2,可以,D
2,減到,VJ
2,最,Dfa
2,輕,VH
2,頂多,Da
2,就,D
2,摔車,VA
2,運氣,Na
2,好,VH
2,擦,VC
2,挫傷,VC
2,，,COMMACATEGORY
2,運氣,Na
2,不,D
2,好,VH
2,車子,Na
2,壓斷,VC
2,你,Nh
2,的,DE
2,骨頭,Na
2,，,COMMACATEGORY
2,更,Dfa
2,糟糕,VH
2,情況,Na
2,就,D
2,是,SHI
2,被,P
2,學長,Na
2,收掉,VC
2,建議,VE
2,拉,VC
2,如果,Cbb
2,沒有,VJ
2,長,VH
2,時間,Na
2,在,P
2,家,Nc
2,裡,Ncd
2,附近,Nc
2,練習,VC
2,的,DE
2,就,D
2,慢慢,VH
2,騎到,VC
2,可以,D
2,練習,VC
2,的,DE
2,場地,Na
2,熟悉,VJ
2,轉彎,Na
2,煞車,Na
2,因為,Cbb
2,他,Nh
2,的,DE
2,車主,Na
2,手冊,Na
2,教,VC
2,的,DE
2,比,P
2,考照,VA
2,詳細,VH
2,，,COMMACATEGORY
2,考照,VA
2,根本,D
2,沒,D
2,教,VC
2,你,Nh
2,怎麼,D
2,正確,VH
2,轉彎,VA
2,，,COMMACATEGORY
2,更,Dfa
2,不用說,Dk
2,左轉,VA
2,了,Di
2,左轉,VA
2,講,VE
2,都,D
2,沒,D
2,講,VE
3,快訊,Na
3,三峽,Nc
3,北大,Nc
3,國小旁,Nc
3,車輛,Na
3,暴衝,VH
3,釀,VC
3,多,Neqa
3,人,Na
3,傷,VHC
3,其中,Nep
3,人,Na
3,無呼吸心跳,VH
3,記者,Na
3,陳以昇,Nb
3,戴若涵,Nb
3,新北,Nc
3,報導,VE
3,新北市,Nc
3,三峽區,Nc
3,國光街,Nc
3,國成,VG
3,街口,Nc
3,北大,Nc
3,國小旁,Nc
3,日,Na
3,下午,Nd
3,時分,Na
3,，,COMMACATEGORY
3,發生,VJ
3,起,Di
3,嚴重,VH
3,事故,Na
3,部,Nc
3,轎車,Na
3,因,P
3,不明,VH
3,原因,Na
3,暴衝,VH
3,，,COMMACATEGORY
3,衝撞,VC
3,多,Neqa
3,人,Na
3,，,COMMACATEGORY
3,其中,Nep
3,人,Na
3,當場,D
3,失去,VJ
3,呼吸心跳,VA
3,警消,Na
3,獲報,VE
3,到場,VA
3,，,COMMACATEGORY
3,趕緊,D
3,將,P
3,人,Na
3,送醫,VB
3,搶救,VC
3,，,COMMACATEGORY
3,至於,P
3,肇事,VA
3,車輛,Na
3,則,D
3,路,Na
3,行駛,VA
3,到,VCL
3,復興路,Nc
3,才,Da
3,自撞,VA
3,停下,VC
3,，,COMMACATEGORY
3,至於,P
3,詳細,VH
3,事故,Na
3,發生,VJ
3,原因,Na
3,及,Caa
3,經過,Na
3,，,COMMACATEGORY
3,仍,D
3,有待,VK
3,進步,VH
3,調查,VE
3,釐清,VC
3,///,FW
4,安安,Nb
4,，,COMMACATEGORY
4,各位,Nh
4,安安,Nb
4,，,COMMACATEGORY
4,買不起,VJ
4,房子,Na
4,的,DE
4,魯蛇,Na
4,安安,Nb
4,事情,Na
4,是,SHI
4,這樣子,VH
4,的,DE
4,喇,D
4,那邊,Ncd
4,我,Nh
4,熟,VH
4,，,COMMACATEGORY
4,現在,Nd
4,這,Nep
4,時間,Na
4,就,D
4,是,SHI
4,堆,Nf
4,國小,Nc
4,幼稚園,Nc
4,家長,Na
4,接,VC
4,小孩,Na
4,的,DE
4,時間,Na
4,包含,VJ
4,三峽,Nc
4,國中,Nc
4,都,D
4,會,D
4,走,VA
4,這,Nep
4,個,Nf
4,路口,Nc
4,回,VCL
4,北大,Nc
4,，,COMMACATEGORY
4,理論,Na
4,上,Ng
4,那,Nep
4,時候,Na
4,路口,Nc
4,都,D
4,是,SHI
4,學生,Na
4,從,P
4,國光,Nb
4,國,Nc
4,成,VG
4,路口,Nc
4,衝到,VCL
4,復興路,Nc
5,媒體,Na
5,來源,Na
5,中時,Nb
5,記者,Na
5,署名,VC
5,黃仲瑜,Nb
5,完整,VH
5,新聞,Na
5,標題,Na
5,快訊,Na
5,三峽,Nc
5,北大,Nc
5,國小,Nc
5,車輛,Na
5,暴衝,VH
5,家長,Na
5,學生,Na
5,多,Neqa
5,人,Na
5,倒地,VA
5,命危,VH
5,完整,VH
5,新聞,Na
5,內文,Na
5,新北市,Nc
5,三峽區,Nc
5,國光街,Nc
5,與,Caa
5,國成,Nb
5,街口,Nc
5,，,COMMACATEGORY
5,發生,VJ
5,車輛,Na
5,疑似,VG
5,暴衝,VH
5,事件,Na
5,，,COMMACATEGORY
5,現場,Nc
5,多,Neqa
5,位,Nf
5,民眾,Na
5,遭受,P
5,撞擊,VC
5,，,COMMACATEGORY
5,消防,A
5,局,Nc
5,獲報,VE
5,立即,D
5,派遣,VF
5,多,Neqa
5,輛,Nf
5,救護車,Na
5,到場,VA
5,，,COMMACATEGORY
5,初步,D
5,估算,VE
5,有,V_2
5,多,Neqa
5,名,Nf
5,傷者,Na
5,，,COMMACATEGORY
5,其中,Nep
5,有,V_2
5,人,Na
5,當場,D
5,無,VJ
5,呼吸,VC
5,脈搏,Na
5,，,COMMACATEGORY
5,而,Cbb
5,暴衝,VH
5,車輛,Na
5,，,COMMACATEGORY
5,行駛到,VCL
5,復興路,Nc
5,上,Ncd
5,才,Da
5,自撞,VA
5,受困,VI
5,，,COMMACATEGORY
5,目前,Nd
5,傷者,Na
5,還,D
5,在,P
5,陸續,D
5,送醫,VB
5,中,Ng
5,，,COMMACATEGORY
5,現場,Nc
5,交通,Na
5,相當,Dfa
5,混亂,VH
5,，,COMMACATEGORY
5,請,VF
5,民眾,Na
5,提早,VL
5,繞路,VA
5,，,COMMACATEGORY
5,勿,D
5,靠近,VC
5,圍觀,VC
5,，,COMMACATEGORY
5,詳細,VH
5,車禍,Na
5,原因,Na
5,還,D
5,有待,VK
5,警方,Na
5,釐清,VC
5,中,Ng
5,據,P
5,了,Di
5,解,VC
5,現場,Nc
5,在,P
5,三峽區,Nc
5,北大,Nc
5,國小旁,Nc
5,，,COMMACATEGORY
5,詳細,VH
5,車禍,Na
5,狀況,Na
5,還,D
5,在,P
5,釐清,VC
5,中,Ng
5,根據,P
5,民眾,Na
5,描述,VC
5,，,COMMACATEGORY
5,車禍,Na
5,地點,Na
5,在,P
5,國小旁,Nc
5,路口,Nc
5,，,COMMACATEGORY
5,當時,Nd
5,正,D
5,是,SHI
5,放學,VH
5,時間,Na
5,，,COMMACATEGORY
5,現場,Nc
5,都,D
5,是,SHI
5,家長,Na
5,跟,Caa
5,下課,VH
5,的,DE
5,學生,Na
5,，,COMMACATEGORY
5,當時,Nd
5,車輛,Na
5,快速,VH
5,撞擊,VC
5,，,COMMACATEGORY
5,導致,VL
5,家長,Na
5,跟,P
5,學生,Na
5,噴飛,VA
5,倒地,VA
5,，,COMMACATEGORY
5,很多,Neqa
5,人,Na
5,當場,D
5,倒地,VA
5,血流如注,VH
5,，,COMMACATEGORY
5,其他,Neqa
5,家長,Na
5,見,VE
5,狀,Na
5,立即,D
5,上前,VA
5,，,COMMACATEGORY
5,有,V_2
5,家長,Na
5,跟,P
5,學生,Na
5,當場,D
5,無,VJ
5,呼吸,VC
5,脈搏,Na
5,，,COMMACATEGORY
5,多,Neqa
5,人,Na
5,在,P
5,路,Na
5,旁,Ncd
5,直接,VH
5,急救,VB
5,，,COMMACATEGORY
5,畫面,Na
5,相當,Dfa
5,混亂,VH
5,，,COMMACATEGORY
5,目前,Nd
5,得知,VK
5,傷者,Na
5,都,D
5,已經,D
5,送醫,VB
5,，,COMMACATEGORY
5,總人數,Na
5,還,D
5,在,P
5,統計,Na
5,中,Ng
5,完整,VH
5,新聞,Na
5,連結,VC
5,或,Caa
5,短,VH
5,網址,Na
5,不可,D
5,用,VC
5,等,Cab
5,轉載,VC
5,媒體,Na
5,///,FW
5,備註,VE
5,///,FW
5,_,FW
5,/,FW
6,台灣人,Na
6,看到,VE
6,國外,Nc
6,類似,VG
6,事情,Na
6,發生,VJ
6,，,COMMACATEGORY
6,往往,D
6,都,D
6,群,Nf
6,在,P
6,那,Nep
6,嘲笑,VC
6,戲謔,VH
6,，,COMMACATEGORY
6,要,D
6,多,D
6,沒,VJ
6,口德,Na
6,就,D
6,多,D
6,沒,VJ
6,口德,Na
6,，,COMMACATEGORY
6,發生,VJ
6,在,P
6,自己,Nh
6,身邊,Nc
6,才,Da
6,知道,VK
6,痛,VH
6,起碼,Da
6,國外,Nc
6,會,D
6,重判,VC
6,啦,T
6,反觀,VC
6,假裝,VF
6,很,Dfa
6,悲憤,VH
6,卻,D
6,仍,D
6,要,D
6,挺,Dfa
6,惡挺,VH
6,輕刑,Na
6,的,DE
6,台灣人,Na
6,在,P
6,這,Nep
6,種,Nf
6,挺,Dfa
6,輕刑,Na
6,的,DE
6,社會,Na
6,氛圍,Na
6,下,Ng
6,認真,VH
6,說,VE
6,過失,Na
6,大概,D
6,年,Nf
6,以下,Ng
6,實際,VH
6,關年,Nd
6,個,Nf
6,月,Na
6,吧,T
6,故意,VL
6,年,Na
6,實際,VH
6,關年,D
6,然後,D
6,全國性,Na
6,的,DE
6,輕刑,Na
6,法律,Na
6,問題,Na
6,刑法,Na
6,失去,VJ
6,嚇阻力,Na
6,就,D
6,整,Neqa
6,天,Nf
6,在,P
6,那,Nep
6,市長,Na
6,負責,VL
6,里長,Na
6,負責,VL
6,的,DE
6,台灣,Nc
6,真的,D
6,活該,VH
7,快訊,Na
7,三峽,Nc
7,北大,Nc
7,國小旁,Nc
7,重大,VH
7,車禍,Na
7,命危,VH
7,歲,Nf
7,駕駛,VC
7,臉部,Nc
7,擦傷,VC
7,送醫,VB
7,/////,FW
7,▲,FW
7,三峽,Nc
7,重大,VH
7,事故,Na
7,，,COMMACATEGORY
7,歲,Nf
7,駕駛,Na
7,因,P
7,不明,VH
7,原因,Na
7,駕車,VA
7,暴衝,VA
7,，,COMMACATEGORY
7,造成,VK
7,人,Na
7,輕重傷,VH
7,，,COMMACATEGORY
7,其中,Nep
7,人,Na
7,命危,VH
7,圖,Na
7,民眾,Na
7,提供,VD
7,記者,Na
7,陳以昇,Nb
7,莊智勝,Nb
7,新北,Nc
7,報導,VE
7,新北市,Nc
7,三峽區,Nc
7,國光街,Nc
7,國成,Nb
7,街口,Nc
7,北大,Nc
7,國小旁,Nc
7,日,Nd
7,下午,Nd
7,時分,Na
7,放學,VH
7,時間,Na
7,傳出,VC
7,重大,VH
7,車禍,Na
7,，,COMMACATEGORY
7,初步,D
7,了解,VK
7,，,COMMACATEGORY
7,現場輛,Na
7,自小客,Na
7,行經,VCL
7,該,Nes
7,路段,Na
7,時,Ng
7,，,COMMACATEGORY
7,突,D
7,因,Cbb
7,不明,VH
7,原因,Na
7,失控,VH
7,暴衝,VH
7,，,COMMACATEGORY
7,衝撞,VC
7,多,Neqa
7,名,Nf
7,路人,Na
7,，,COMMACATEGORY
7,現,D
7,場,Nc
7,共人,Na
7,輕重傷,VH
7,，,COMMACATEGORY
7,其中,Nep
7,人,Na
7,傷勢,Na
7,嚴重,VH
7,，,COMMACATEGORY
7,當,D
7,使,VL
7,失去,VJ
7,呼吸心跳,VA
7,，,COMMACATEGORY
7,現場,Nc
7,民眾,Na
7,立即,D
7,協助,VC
7,據,P
7,調查,VE
7,，,COMMACATEGORY
7,肇事,VA
7,的,DE
7,駕駛,Na
7,是,SHI
7,名歲,Na
7,男性,Na
7,，,COMMACATEGORY
7,因,Cbb
7,撞擊,VC
7,當下,D
7,安全,VH
7,氣囊,Na
7,爆開,VA
7,，,COMMACATEGORY
7,因此,Cbb
7,僅,Da
7,臉部,Nc
7,擦,VC
7,挫傷,VC
7,，,COMMACATEGORY
7,目前,Nd
7,送往,VC
7,醫院,Nc
7,治療,VC
7,，,COMMACATEGORY
7,詳細,VH
7,肇事,VA
7,原因,Na
7,尚,D
7,待,P
7,進步,VH
7,釐清,VC
7,/////,FW
7,/////,FW
7,/////,FW
8,各位,Nh
8,對於,P
8,這,Nep
8,種,Nf
8,事情,Na
8,應該,D
8,也,D
8,見怪不怪,VH
8,了,T
8,吧,T
8,畢竟,D
8,這裡,Ncd
8,是,SHI
8,鬼島,Nc
8,而且,Cbb
8,就算,Cbb
8,真的,D
8,有,V_2
8,人,Na
8,過世,VH
8,我們,Nh
8,過失,Na
8,致死,VH
8,最,Dfa
8,重,VH
8,也,D
8,才,Da
8,年,Nf
8,想想,VE
8,你,Nh
8,家人,Na
8,你,Nh
8,朋友,Na
8,甚至,D
8,你,Nh
8,自己,Nh
8,被,P
8,撞到,VC
8,死,VH
8,或是,Caa
8,半身不遂,VH
8,對方,Nh
8,脫產,VA
8,然後,D
8,關年,D
8,偉栽鬼島,Nc
8,司法,Na
9,如,P
9,題,Na
9,啦,T
9,台灣,Nc
9,鄉民,Na
9,時常,D
9,說,VE
9,歐洲,Nc
9,美國,Nc
9,若,Cbb
9,有,V_2
9,恐怖,VH
9,攻擊,Nv
9,都,D
9,會,D
9,說,VE
9,是,SHI
9,阿拉花瓜,Nc
9,結果,Dk
9,花蓮,Nc
9,早餐店,Nc
9,被,P
9,整,Neqa
9,台,Nf
9,車,Na
9,撞進去,VB
9,新北,Nc
9,三峽,Nc
9,汽車,Na
9,暴衝,VH
9,撞,VC
9,人,Na
9,嚇死,VHC
9,人,Na
9,了,T
9,相關,VH
9,單位,Na
9,在,P
9,幹嘛,VA
9,社會,Na
9,安全網,Na
9,呢,T
9,有,V_2
9,沒,D
9,有,V_2
9,卦,Na
10,緊,VH
10,經,P
10,沒,VJ
10,事,Na
10,沒,VJ
10,事,Na
10,只是,Cbb
10,撞死,VC
10,人,Na
10,而已,T
10,，,COMMACATEGORY
10,又,D
10,不,D
10,是,SHI
10,高官,Na
10,跟,Caa
10,法律人,Na
10,，,COMMACATEGORY
10,絕對,D
10,不會,D
10,判,VF
10,死刑,Na
10,啦,T
10,，,COMMACATEGORY
10,七十五,Neu
10,歲,Nf
10,是,SHI
10,能,D
10,判,VF
10,幾,Neu
10,年,Nf
10,徒刑,Na
10,，,COMMACATEGORY
10,要,VC
10,錢,Na
10,沒有,D
10,反正,D
10,以後,Nd
10,領,VC
10,現金,Na
10,就,D
10,好,VH
10,還好,D
10,這,Nep
10,是,SHI
10,在,P
10,台灣,Nc
10,，,COMMACATEGORY
10,要是,Cbb
10,這,Nep
10,是,SHI
10,在,P
10,中國,Nc
10,就,P
10,死刑,Na
10,了,T
10,，,COMMACATEGORY
10,謝謝,VJ
10,黨,Na
10,的,DE
10,德政,Na
11,//,FW
11,星期,Na
11,上,Ncd
11,報,Na
11,新北,Nc
11,車輛,Na
11,暴衝,VH
11,撞,VC
11,國小,Nc
11,學生,Na
11,名,A
11,學童,Na
11,失去,VJ
11,呼吸心跳,VA
11,上報,VH
11,快訊,Na
11,呂品逸,Nb
11,年,Na
11,月,Na
11,日,Na
11,警消,Na
11,獲報,VE
11,三峽,Nc
11,地區,Nc
11,發生,VJ
11,重大,VH
11,車禍,Na
11,造成,VK
11,多,Neqa
11,人,Na
11,受傷,VH
11,人,Na
11,失去,VJ
11,呼吸心跳,VA
11,，,COMMACATEGORY
11,目前,Nd
11,正,D
11,趕往,VCL
11,現場,Nc
11,合,VB
11,成,VG
11,照片,Na
11,翻攝,VC
11,畫面,Na
11,新北市,Nc
11,三峽,Nc
11,今天,Nd
11,日,Nd
11,下午,Nd
11,發生,VJ
11,重大,VH
11,車禍,Na
11,，,COMMACATEGORY
11,疑有,VJ
11,輛,Nf
11,自小客車,Na
11,在,P
11,北大,Nc
11,國小,Nc
11,附近,Nc
11,的,DE
11,國成路,Nc
11,國光街,Nc
11,口,Ncd
11,突然,D
11,暴衝,VH
11,，,COMMACATEGORY
11,直接,VH
11,衝進,VCL
11,群,Nf
11,國小,Nc
11,學童,Na
11,中,Ng
11,，,COMMACATEGORY
11,其中,Nep
11,名,A
11,學童,Na
11,當場,D
11,失去,VJ
11,生命,Na
11,跡象,Na
11,，,COMMACATEGORY
11,現場,Nc
11,民眾,Na
11,見狀,VA
11,，,COMMACATEGORY
11,在,P
11,等待,VK
11,救護車,Na
11,之前,Ng
11,，,COMMACATEGORY
11,緊急,VH
11,就地,D
11,幫,P
11,學童,Na
11,做,VC
11,，,COMMACATEGORY
11,警消,Na
11,目前,Nd
11,已,D
11,趕到,VCL
11,現場,Nc
11,，,COMMACATEGORY
11,將,P
11,傷者,Na
11,緊急,VH
11,送醫,VB
11,據,P
11,了,Di
11,解,VC
11,，,COMMACATEGORY
11,開車,VA
11,的,DE
11,駕駛,Na
11,為,VG
11,輕傷,VH
11,，,COMMACATEGORY
11,至於,P
11,肇事,VA
11,情形,Na
11,仍,D
11,待,P
11,警方,Na
11,調查,VE
11,///_,FW
11,社會,Na
11,安全網,Na
11,又,D
11,破,VHC
11,了,T
12,年,Na
12,在,P
12,秋葉,Nc
12,原有人,Na
12,開車,VA
12,無,VJ
12,差別,Na
12,撞,VC
12,人,Na
12,最後,Nd
12,釀成,VG
12,七,Neu
12,死,VH
12,十,Neu
12,傷,VH
12,的,DE
12,悲劇,Na
12,兇手,Na
12,也,D
12,在,P
12,前,Nes
12,陣子,Nd
12,被,P
12,處死,VC
12,了,Di
12,三峽,Nc
12,這,Nep
12,次,Nf
12,的,DE
12,開車,VA
12,撞人,VA
12,也,D
12,會,D
12,是,SHI
12,當年,Nd
12,秋葉原,Nc
12,的,DE
12,翻版,Na
12,嗎,T
12,剛剛,D
12,看,VC
12,新聞,Na
12,以及,Caa
12,七,Neu
12,個,Nf
12,沒,D
12,呼吸心跳,VA
13,貧富,Na
13,越,D
13,不均,VH
13,的,DE
13,就,D
13,越,D
13,容易,VH
13,有,V_2
13,這,Nep
13,種,Nf
13,事,Na
13,有錢人,Na
13,繳,VD
13,的,DE
13,不,D
13,是,SHI
13,稅,Na
13,是,SHI
13,保護費,Na
13,但是,Cbb
13,保護費,Na
13,有,V_2
13,沒,D
13,有,V_2
13,效,Na
13,那,Dk
13,看,VC
13,私校,Nc
13,就,D
13,知道,VK
13,不然,Cbb
13,台中,Nc
13,為什麼,D
13,私校,Nc
13,那麼,D
13,呱,D
13,張,VC
13,反正,D
13,新北ㄛ,Nc
13,上,Nes
13,次,Nf
13,清水,Nc
13,乾哥,Na
13,什麼,Nep
13,ㄉ,FW
13,就,D
13,知道,VK
13,也,D
13,沒,D
13,救,VC
13,ㄌ,FW
13,警察,Na
13,市長,Na
13,嘻嘻,D
14,剛剛,D
14,看完,VC
14,三峽,Nc
14,車禍,Na
14,影片,Na
14,太,Dfa
14,誇張,VHC
14,了,Di
14,完全,D
14,沒,D
14,減速,VA
14,路,Na
14,撞,VC
14,到底,D
14,機車,Na
14,行人,Na
14,都,D
14,被,P
14,撞飛,VC
14,那,Nep
14,車速,Na
14,是,SHI
14,要,D
14,趕去,VCL
14,投胎,VA
14,嗎,T
14,不,D
14,知道,VK
14,各,Nes
14,位,Nf
14,怎麼,D
14,看,VC
15,年,Na
15,撞死,VC
15,三千,Neu
15,人,Na
15,，,COMMACATEGORY
15,對,P
15,社會,Na
15,危害,Na
15,如此,Dfa
15,重大,VH
15,但,Cbb
15,台灣人,Na
15,覺得,VK
15,撞死,VC
15,再,D
15,多,VH
15,人,Na
15,觀感,Na
15,觀感,Na
15,永遠,D
15,比,P
15,紅牌,Na
15,重機,Na
15,好,VH
15,全,Neqa
15,世界,Nc
15,哪,Nep
15,比得上,VJ
15,台灣人,Na
15,的,DE
15,價值,Na
15,邏輯,Na
15,交通,Na
15,爛成,VG
15,這樣,VH
15,全,Neqa
15,推給,VD
15,人民,Na
15,素質,Na
15,永遠,D
15,沒有,VJ
15,任何,Neqa
15,官員,Na
15,需要,VK
15,負責,VL
15,厲害,VH
15,了,Di
15,花果,Na
15,山群,Na
15,猴福地,Nc
16,青鳥,Na
16,定,D
16,是,SHI
16,中共,Nb
16,製造,VC
16,的,DE
16,恐慌,VH
16,我們,Nh
16,定,D
16,要,D
16,小心,VK
16,相信,VK
16,呆丸人,Na
16,的,DE
16,駕駛,VC
16,技術,Na
16,跟,P
16,道德,Na
16,所以,Cbb
16,定,VC
16,要,D
16,站出來,VA
16,大,VH
16,罷免,VC
16,這樣,VH
16,這,Nep
16,類,Nf
16,事件,Na
16,就,D
16,會,D
16,減少,VHC
16,如果,Cbb
16,讓,VL
16,藍白,Nb
16,立委,Na
16,再,D
16,這樣,VH
16,惡,VH
16,搞,VC
16,下去,Di
16,這樣,VH
16,的,DE
16,事件,Na
16,只,Da
16,會,D
16,層出不窮,VH
16,各,Nes
16,位,Nf
16,定,D
16,站出來,VA
16,支持,VC
16,大,VH
16,罷免,VC
16,才,Da
16,能,D
16,有效,VH
16,降低,VHC
16,事故,Na
16,發生,VJ
16,這樣,VH
16,我,Nh
16,可以,D
16,外,Ncd
16,派,VF
16,出國,VA
16,玩,VC
16,嗎,T
17,三峽,Nc
17,歲,Nf
17,男子,Na
17,開車,VA
17,暴衝,VH
17,放學,VH
17,人潮,Na
17,傷人,VH
17,送醫,VB
17,所以,Cbb
17,大家,Nh
17,不要,D
17,再,D
17,問,VE
17,歲,Nf
17,了,T
17,，,COMMACATEGORY
17,其實,D
17,是,SHI
17,歲,Nf
18,今天,Nd
18,如果,Cbb
18,換成,VG
18,個,Di
18,未,D
18,成年,VH
18,的,DE
18,小學生,Na
18,殺死,VC
18,這麼多,Neqa
18,人,Na
18,你們,Nh
18,是,SHI
18,樣,Na
18,的,DE
18,態度,Na
18,嗎,T
18,你們,Nh
18,為甚麼,D
18,要,D
18,對,P
18,老人,Na
18,這麼,D
18,壞,VHC
18,小孩,Na
18,拿到,VC
18,槍,Na
18,還是,Caa
18,武器,Na
18,還是,D
18,弄錯,VC
18,東西,Na
18,也,D
18,會,D
18,害死,VC
18,很多,Neqa
18,人,Na
18,啊,T
18,你們,Nh
18,換,VC
18,個,Nf
18,角度,Na
18,想,VE
18,阿,T
18,錯,VH
18,不再,D
18,東西,Na
18,錯,VH
18,使用,VC
18,的,DE
18,人,Na
18,啊,T
18,大家,Nh
18,覺得,VK
18,呢,T
19,對,P
19,老人,Na
19,可以,D
19,開車,VA
19,上路,VA
19,這,Nep
19,點,Nf
19,感覺到,VK
19,很,Dfa
19,奇怪,VH
19,這些,Neqa
19,老人家,Na
19,身體,Na
19,機能,Na
19,都,D
19,已經,D
19,退化,VHC
19,了,T
19,你,Nh
19,卻,D
19,讓,VL
19,他,Nh
19,還可以,D
19,開,VC
