system_id,word,ner
24,三峽,LOC
24,陳以昇,PERSON
24,黃彥傑,PERSON
24,新北,GPE
24,新北市三峽區,GPE
24,國光街,LOC
24,北大國,GPE
24,下午時分,TIME
24,數秒,TIME
24,約公尺,QUANTITY
25,民視,ORG
25,張瑋珊,PERSON
25,三峽,LOC
25,新北市三峽區,GPE
25,國成路國光街,LOC
25,今日,DATE
25,下午時分,TIME
25,恩主公醫院,FAC
25,土城,GPE
25,長庚,ORG
25,板橋亞東醫院,ORG
25,新北市三峽區,GPE
25,國成路國光街,LOC
25,今日,DATE
25,下午,TIME
25,北大國,FAC
25,復興路,LOC
25,恩主公醫院,ORG
25,土城長庚,GPE
25,板橋亞東醫院,ORG
25,亞東,GPE
25,亞東,LOC
25,亞東,GPE
25,土城,GPE
25,土城,GPE
25,土城,GPE
25,亞東,GPE
25,土城,GPE
25,亞東,GPE
25,土城,GPE
25,土城,GPE
26,台灣人,NORP
26,台灣人,NORP
26,今天,DATE
26,康橋仔,FAC
26,四五十年,DATE
26,台灣,GPE
27,今天,DATE
27,三峽,LOC
27,三,CARDINAL
27,孝親費,PERSON
27,二,CARDINAL
28,第次,ORDINAL
28,三天,DATE
28,交通部,ORG
28,三峽,LOC
28,七,CARDINAL
28,兩,CARDINAL
29,亞東,GPE
29,亞東,LOC
29,亞東,GPE
29,土城,GPE
29,土城,GPE
29,土城,GPE
29,亞東,GPE
29,土城,GPE
29,亞東,GPE
29,土城,GPE
29,土城,GPE
30,台灣,GPE
30,沒幾天,DATE
30,台灣,GPE
30,台灣人,NORP
30,台灣人,NORP
30,台灣人,NORP
30,美國,NORP
30,台灣人,NORP
31,台灣人,NORP
32,三峽,LOC
32,幾百,CARDINAL
33,三峽,LOC
33,前幾天,DATE
33,花蓮,GPE
33,台灣,GPE
33,日本,GPE
33,這幾年,DATE
33,交通部長,ORG
34,民進黨,ORG
35,聯合報,WORK_OF_ART
35,張文馨,PERSON
35,三峽,LOC
35,賴,PERSON
35,政院,ORG
35,新北市三峽區北大國小,ORG
35,總統府,ORG
35,郭雅慧,PERSON
35,今日,DATE
35,清德,PERSON
35,行政院,ORG
35,新北市,GPE
35,今天,DATE
35,下午,TIME
35,三峽區,GPE
35,北大國小,ORG
36,三峽,LOC
37,三峽,LOC
37,賴清德,PERSON
37,年月日,DATE
37,陶本,PERSON
37,台北,GPE
37,新北市三峽區,GPE
37,國光街,LOC
37,北大國,GPE
37,下午時分,TIME
37,總統府,ORG
37,郭雅慧,PERSON
37,賴清德,PERSON
37,行政院,ORG
37,新北市消防局,ORG
37,時分,TIME
37,時分,TIME
37,時分,TIME
37,北大國小,ORG
37,約公尺,QUANTITY
37,總統府,ORG
37,郭雅慧,PERSON
37,晚間,TIME
37,賴清德,PERSON
37,第時間,ORDINAL
37,行政院,ORG
37,行政院,ORG
37,李慧芝,PERSON
37,行政院,ORG
37,卓榮泰,PERSON
37,教育部,ORG
37,三峽,LOC
37,陳以昇,PERSON
38,城武,LOC
38,三峽,LOC
38,台灣,GPE
39,自由時報,WORK_OF_ART
39,陳昀,PERSON
39,三峽,LOC
39,賴,PERSON
39,政院,ORG
39,陳昀,PERSON
39,台北,GPE
39,新北市,GPE
39,三峽區,GPE
39,北大國小旁,GPE
39,下午,TIME
39,總統府,ORG
39,郭雅慧,PERSON
39,賴清德,PERSON
39,第時間,ORDINAL
39,新北市三峽區,GPE
39,國光街,LOC
39,北大國,GPE
39,今天,DATE
39,下午,TIME
40,三峽,LOC
40,中國人,NORP
41,年月日,DATE
41,飯塚幸三,PERSON
41,當時歲,DATE
41,年月日,DATE
41,東京都豐島區東池袋,FAC
41,飯塚,GPE
41,飯塚,PERSON
41,台灣,GPE
41,幾年,DATE
42,交通部,ORG
42,台灣,NORP
42,台南,GPE
42,交通部,ORG
42,全台交通大執法天,ORG
42,台灣,GPE
42,台灣,GPE
42,三,CARDINAL
42,前幾天,DATE
42,高雄,GPE
42,台灣,NORP
43,新北,GPE
43,新北,GPE
44,聯合報,ORG
44,李定宇,PERSON
44,新北,GPE
44,國光街,LOC
44,國成街,LOC
44,新北市消防局,ORG
45,三峽,LOC
45,臺灣,GPE
46,惠帝,PERSON
48,三,CARDINAL
49,特斯拉,ORG
49,特斯拉,ORG
50,三峽,LOC
50,立院,ORG
50,百億,CARDINAL
50,立院,ORG
50,台北市,GPE
51,台灣,GPE
51,幾十,CARDINAL
51,今天,DATE
51,黨,ORG
52,三峽,LOC
52,下課險,PERSON
52,陳以昇,PERSON
52,劉人,PERSON
52,新北,GPE
52,新北市三峽區,GPE
52,國光街,LOC
52,北大國,GPE
52,下午時分,TIME
52,新北地檢署,ORG
52,新北市,GPE
52,三峽分局,ORG
52,三峽分局,ORG
54,陳以昇,PERSON
54,黃彥傑莊,PERSON
54,陳煥丞,PERSON
54,三峽,LOC
54,新北市三峽區,GPE
54,國光街,LOC
54,北大國,GPE
54,下午時分,TIME
54,北大國小,ORG
54,張,PERSON
54,北大國小,ORG
54,恩主公醫院,FAC
54,張,PERSON
55,阿肥,PERSON
55,台灣,GPE
55,阿共,ORG
56,北大國小,ORG
56,余,PERSON
56,暫脫險,PERSON
56,土城,GPE
56,聯合報,WORK_OF_ART
56,李定宇,PERSON
56,劉懿萱,PERSON
56,張策,PERSON
56,今天,DATE
56,下午,TIME
56,新北市,GPE
56,三峽,LOC
56,七旬,DATE
56,余,PERSON
56,余,PERSON
56,亞東醫院,FAC
56,新北,GPE
56,侯友宜,PERSON
56,第時,ORDINAL
56,亞東土城,GPE
56,恩主公家醫院,FAC
56,賴清,PERSON
56,德,GPE
56,土城醫院,FAC
56,行政院長,ORG
56,卓榮泰,PERSON
56,恩主公醫院亞東醫院,FAC
56,今天,DATE
56,下午,TIME
56,三峽區,GPE
56,國成路,LOC
56,國光街,FAC
56,三峽國中,ORG
56,金祥慈幼兒園,ORG
56,余,PERSON
56,教育局,ORG
56,第時,ORDINAL
56,三峽,LOC
56,三峽恩主公醫院,ORG
56,土城長庚醫院,ORG
56,亞東醫院,ORG
56,金祥慈幼兒園,ORG
56,恩主公醫院,ORG
57,黃子佼,PERSON
57,李宗瑞,PERSON
57,三峽,LOC
57,黃子佼,PERSON
58,今天,DATE
58,下午,TIME
58,三峽,LOC
59,三峽,LOC
60,台灣,NORP
60,交通部公路局,ORG
60,近萬,CARDINAL
60,近萬,CARDINAL
60,數十萬,CARDINAL
60,三峽,LOC
60,阿,GPE
60,台灣,GPE
61,今天,DATE
61,三峽,LOC
61,台灣,GPE
62,中央社,ORG
62,趙敏雅,PERSON
62,新北,GPE
62,三峽北大國小,ORG
62,中央社,ORG
62,趙敏雅,PERSON
62,新北日,GPE
62,三峽區,GPE
62,北大國民小學,ORG
62,今天,DATE
62,下午,TIME
62,亞東恩,GPE
62,土城,GPE
62,新北市政府消防局,ORG
62,新北市三峽區,GPE
62,國成街,LOC
62,國光街,FAC
62,下午,TIME
62,亞東紀念醫院,ORG
62,行天宮醫療志業醫療財團,ORG
62,恩主公醫院,ORG
62,新北市立土城醫院,ORG
62,黃名璽,PERSON
63,自由時報,WORK_OF_ART
63,陳奕劭,PERSON
63,新北,GPE
63,三峽,LOC
63,恩主公醫院,ORG
63,新北市三峽區,GPE
63,國成路國光街,LOC
63,今天,DATE
63,下午,TIME
63,三峽,LOC
63,三峽恩主公醫院,ORG
63,吳長晉,PERSON
63,立委,ORG
64,輝達,PERSON
64,台灣,GPE
64,台灣,GPE
64,台灣,NORP
65,兩,CARDINAL
66,九,CARDINAL
66,三峽,LOC
66,三峽,LOC
66,三重,GPE
68,交通部,ORG
68,余,PERSON
68,年月,DATE
68,年月日,DATE
69,三峽,LOC
69,新加坡,GPE
70,三峽,LOC
70,政院,ORG
70,中央社,ORG
70,葉素萍,PERSON
70,台北,GPE
70,新北市,GPE
70,三峽區北大國民小學,ORG
70,今天,DATE
70,郭雅慧,PERSON
70,賴清德,PERSON
70,第時間,ORDINAL
70,行政院,ORG
70,新北,GPE
70,三峽北大國小,ORG
70,新北市,GPE
70,三峽區,GPE
70,北大國民小學,ORG
70,今天,DATE
70,下午,TIME
70,消防局,ORG
70,亞東,GPE
70,總統府,ORG
70,郭雅慧,PERSON
70,賴,PERSON
70,行政院,ORG
70,張若瑤,PERSON
73,周湘芸,PERSON
73,台北,GPE
73,三峽,LOC
73,交通部,ORG
73,周年,DATE
73,明天,DATE
73,周年,DATE
73,交通部長,ORG
73,陳世凱,PERSON
73,明天,DATE
73,台東綠島,LOC
73,綠島機場,FAC
73,周年,DATE
73,今天,DATE
73,下午,TIME
73,新北市,GPE
73,通部長,ORG
73,陳世凱,PERSON
73,明天,DATE
73,新北市,GPE
73,國光街,LOC
73,北大國,GPE
73,今天,DATE
73,下午時分,TIME
73,余,PERSON
73,陳世凱,PERSON
73,今天,DATE
73,台東,GPE
73,明天,DATE
73,台綠島,LOC
73,周年,DATE
73,今天,DATE
73,傍晚,TIME
73,台北,GPE
73,交通部,ORG
73,交通部,ORG
73,緊急應變中心,ORG
73,台北,GPE
73,三峽北大國小,ORG
73,今天,DATE
73,下午,TIME
73,交通部,ORG
73,傍晚,TIME
73,公路局,ORG
73,台北區,ORG
73,交通部,ORG
73,新北市政府,ORG
74,台灣,GPE
74,今天,DATE
74,三峽,LOC
75,今天,DATE
75,三峽,LOC
75,台灣,GPE
76,三峽,LOC
76,北大特區,LOC
76,新北市,GPE
76,三峽區,LOC
76,樹林區,LOC
76,臺北大學,ORG
78,周湘芸,PERSON
78,台北,GPE
78,三峽,LOC
78,今年月,DATE
78,新北市,GPE
78,國光街,LOC
78,北大國,GPE
78,今天,DATE
78,下午時分,TIME
78,余,PERSON
78,交通部,ORG
78,今年月,DATE
78,新北市政府,ORG
78,今天,DATE
78,下午,TIME
78,三峽,LOC
78,北大國小,ORG
78,交通部,ORG
78,今天,DATE
78,下午,TIME
78,公路局,ORG
78,台北區監理所,ORG
78,交通部,ORG
78,余,PERSON
78,年月日,DATE
78,年月,DATE
78,日,GPE
78,年月,DATE
78,年月,DATE
78,交通部,ORG
78,新北市,GPE
78,交通部,ORG
78,交通部,ORG
78,陳世凱,PERSON
78,零死亡推動聯盟,ORG
78,羅宜,PERSON
78,羅宜,PERSON
79,交通部,ORG
80,七十幾年,DATE
81,今日,DATE
81,三峽事件,EVENT
81,下個月,DATE
81,台灣,GPE
82,三峽,LOC
82,劉,PERSON
83,中國,GPE
83,大連,GPE
83,朝廷,PERSON
84,三峽,LOC
84,台北路,FAC
84,拔光光,PERSON
84,阿,GPE
84,天橋路,FAC
84,三,CARDINAL
84,中文字,LANGUAGE
84,中文字,LANGUAGE
84,中文字,LANGUAGE
85,阿肥,PERSON
85,三峽,LOC
85,兩,CARDINAL
85,台灣,NORP
85,日本,GPE
85,普悠瑪,PERSON
85,普悠瑪,PERSON
86,三峽,LOC
86,台灣,GPE
86,日本,GPE
86,政府,ORG
87,黃子騰,PERSON
87,蔣永佑,PERSON
87,新北市,GPE
87,今天,DATE
87,下午,TIME
87,三峽區,GPE
87,北大國小,ORG
87,新北市消防局,ORG
87,亞東,GPE
87,亞東,LOC
87,亞東,GPE
87,土城,GPE
87,土城,GPE
87,土城,GPE
87,亞東,GPE
87,土城,GPE
87,亞東,GPE
87,土城,GPE
87,土城,GPE
88,四,CARDINAL
88,三峽,LOC
88,半天,DATE
89,林三淡,PERSON
89,特區,LOC
90,綠共,ORG
90,八卦仔,CARDINAL
90,高雄,GPE
91,今日,DATE
91,三峽,LOC
91,賴清德,PERSON
91,陳威叡,PERSON
91,台北,GPE
91,新北市,GPE
91,今日,DATE
91,下午,TIME
91,賴清德,PERSON
91,行政院,ORG
91,三峽,LOC
91,總統府,ORG
91,郭雅慧,PERSON
91,賴清德,PERSON
91,郭雅慧,PERSON
91,賴清德,PERSON
91,第時間,ORDINAL
91,行政院,ORG
92,花蓮,GPE
92,三峽,LOC
92,幾年,DATE
92,五,CARDINAL
94,台東,GPE
94,綠島,LOC
95,今天,DATE
95,三峽,LOC
95,高達人,NORP
95,國殤日,DATE
96,三峽國中,ORG
96,三峽區,GPE
96,三峽,LOC
96,三峽,LOC
96,三峽國小,ORG
96,三峽國中,ORG
96,三峽,LOC
97,今天,DATE
97,新北三峽,LOC
97,三,CARDINAL
97,三寶,ORG
97,立法院,ORG
99,陶本,PERSON
99,卓榮泰,PERSON
99,恩主公亞東醫院,FAC
99,新北市三峽區,GPE
99,國光街,LOC
99,北大國,GPE
99,下午時分,TIME
99,賴清德,PERSON
99,晚間,TIME
99,土城,GPE
99,榮泰,PERSON
99,三峽恩主公醫院板橋亞東紀念醫院,ORG
99,新北市消防局,ORG
99,時分,TIME
99,時分,TIME
99,時分,TIME
99,北大國小,ORG
99,約公尺,QUANTITY
99,總統府,ORG
99,晚間,TIME
99,賴清德,PERSON
99,土城醫院,FAC
99,新北市三峽校區,LOC
99,行政院,ORG
99,晚間,TIME
99,卓榮泰,PERSON
99,晚間,TIME
99,新北市,GPE
100,臺灣,GPE
100,三峽,LOC
101,三峽區龍埔,GPE
101,陳椿瑩,PERSON
102,下午點整,TIME
104,黃翎瑄,PERSON
104,三峽,LOC
104,肇事翁,PERSON
104,新北市,GPE
104,三峽區,GPE
104,今日,DATE
104,下午,TIME
104,余,PERSON
104,傍晚,TIME
104,今日下午,TIME
104,國光國成街口,FAC
104,傍晚,TIME
104,賴清德,PERSON
104,今晚,TIME
104,土城,GPE
104,長庚,GPE
104,三峽恩主公醫院,ORG
104,行政院長,ORG
104,卓榮泰,PERSON
104,三峽恩主公醫院,ORG
104,板橋亞東醫院,ORG
105,民視,ORG
105,林耿郁,PERSON
105,三峽,LOC
105,上午,TIME
105,交通部,ORG
105,今天,DATE
105,下午,TIME
105,新北市三峽區,LOC
105,上午,TIME
105,全國汽車駕駛人權益聯盟協會,ORG
105,交通部,ORG
105,今天,DATE
105,下午,TIME
105,新北市三峽區,LOC
105,賴清德,PERSON
105,行政院長,ORG
105,卓榮泰,PERSON
105,交通部長,ORG
105,陳世凱,PERSON
105,新北市,GPE
105,侯友宜,PERSON
105,今天上午,TIME
105,交通部,ORG
105,台灣,GPE
105,益聯盟協會,ORG
105,新北市,GPE
105,台灣遊覽車發展協會,ORG
105,交通部,ORG
105,高萬元,MONEY
105,數十,CARDINAL
105,萬元,MONEY
105,台灣,GPE
105,全國汽車駕駛人權益聯盟協會,ORG
105,劉鴻樟,PERSON
105,零,CARDINAL
105,百萬,CARDINAL
105,同天,DATE
106,柯毓庭,PERSON
106,新北市,GPE
106,三峽區,GPE
106,北大國小,ORG
106,今日,DATE
106,下午,TIME
106,余,PERSON
106,土城醫院,ORG
106,余翁曾,PERSON
106,余,PERSON
107,交通部,ORG
107,台灣,GPE
108,今天,DATE
108,三峽,LOC
108,台灣人,NORP
109,新聞網,ORG
109,警政署,ORG
109,去年,DATE
109,交通部,ORG
109,交通部,ORG
109,明年月,DATE
109,第二,ORDINAL
109,新營市區,GPE
109,警政署,ORG
109,去年,DATE
109,交通部,ORG
109,當年,DATE
109,民進黨,ORG
109,今日,DATE
112,日本,GPE
112,飯塚幸三,PERSON
112,五年,DATE
112,台灣,GPE
112,幾年,DATE
113,暗安,PERSON
113,兩,CARDINAL
115,早上,TIME
115,晚上,TIME
115,交通法條,LAW
116,岡山分局交通組長,ORG
116,王威程,PERSON
116,岡山,GPE
116,今天,DATE
116,三峽,LOC
117,三峽,LOC
117,台灣,GPE
117,本魯,PERSON
117,這幾年,DATE
117,台灣,GPE
117,德國,GPE
118,中時,ORG
118,張鎧乙,PERSON
118,李育嫺,PERSON
118,三峽,LOC
118,侯友宜,PERSON
118,三峽,LOC
118,侯友宜,PERSON
118,中時,ORG
118,張鎧乙,PERSON
118,李育嫺,PERSON
118,新北,GPE
118,侯友宜,PERSON
118,日下午,TIME
118,新北市三峽區,GPE
118,國成街,LOC
118,國光街,LOC
118,亞東土城長庚,ORG
118,恩主公醫院,ORG
118,新北,GPE
118,侯友宜,PERSON
118,第時間,ORDINAL
119,八卦板,ORG
120,今天,DATE
120,三峽,LOC
120,台灣,GPE
120,台灣,GPE
120,中國,GPE
120,日本南韓,GPE
120,美國,GPE
120,英國,GPE
120,法國,GPE
120,德國新加坡,GPE
120,台灣,GPE
120,中國,GPE
120,四肢,CARDINAL
120,日本,GPE
120,南韓,GPE
120,歲以上,DATE
120,美國,GPE
120,加州,GPE
120,佛州,GPE
120,紐約州,GPE
120,美國,GPE
120,英國,GPE
120,法國,GPE
120,德國,GPE
120,新加坡,GPE
120,歲以上,DATE
120,新加坡,GPE
120,台灣,GPE
120,台灣,GPE
121,今天,DATE
121,台灣,GPE
121,五萬,CARDINAL
122,三峽,LOC
122,台電,ORG
123,中共,ORG
123,台灣,GPE
123,中共,ORG
125,媽祖,GPE
126,去年,DATE
126,三,CARDINAL
127,賴,PERSON
127,第年,DATE
127,聯合報,ORG
127,張文馨,PERSON
127,台北,GPE
127,賴清德,PERSON
127,明天,DATE
127,總統府敞廳,FAC
127,台北國際電腦展,EVENT
127,帛琉,GPE
127,惠恕仁,PERSON
127,台,GPE
127,賴,PERSON
127,第年,DATE
127,太平洋,LOC
127,美國,GPE
127,天日復日,DATE
127,台灣,GPE
127,台灣,GPE
127,賴,PERSON
127,第二年,DATE
127,賴,PERSON
127,三峽,LOC
127,賴,PERSON
127,總統府,ORG
127,行政院長,ORG
127,卓榮泰,PERSON
127,經濟部長,ORG
127,郭智輝,PERSON
127,下午,TIME
127,賴,PERSON
127,帛琉,GPE
127,惠恕仁,PERSON
127,台,GPE
128,今天,DATE
128,明天,DATE
128,台灣,GPE
128,過個禮拜,DATE
128,卦心,PERSON
129,黃彥傑,PERSON
129,陳以昇,PERSON
129,鄒鎮宇,PERSON
129,新北,GPE
129,三峽,LOC
129,新北市,GPE
129,下午,TIME
129,余,PERSON
129,北大國,GPE
129,三峽國中,ORG
129,兩,CARDINAL
129,兩,CARDINAL
129,張,PERSON
129,兩,CARDINAL
129,黃彥傑,PERSON
129,張,PERSON
129,陳以昇,PERSON
130,聯合新聞網,ORG
130,李定宇,PERSON
130,新北市,GPE
130,北大國,ORG
130,今天,DATE
130,下午,TIME
130,余,PERSON
130,亞東醫院,FAC
130,余,PERSON
130,今晚,TIME
130,余,PERSON
130,亞東急診室,FAC
130,行政院長,ORG
130,卓榮泰,PERSON
130,亞東醫院,ORG
131,今天,DATE
131,下午,TIME
131,三峽,LOC
132,土城,GPE
132,長庚醫院,ORG
132,三峽,LOC
132,自由時報,WORK_OF_ART
132,賴筱桐,PERSON
132,新北,GPE
132,新北市,GPE
132,三峽區,GPE
132,今天,DATE
132,下午,TIME
132,賴清德,PERSON
132,今晚,TIME
132,土城,GPE
132,長庚醫院,ORG
132,土城,GPE
132,長庚醫院,ORG
132,李,PERSON
132,廖,PERSON
132,吳,PERSON
132,吳,PERSON
132,另歲,DATE
132,張,PERSON
132,賴清德,PERSON
132,新北,GPE
132,侯友宜,PERSON
132,約分鐘,TIME
132,侯友宜,PERSON
132,賴清德,PERSON
132,賴清德,PERSON
133,今天,DATE
133,三峽,LOC
133,十餘,CARDINAL
133,台灣,NORP
134,台灣,GPE
135,東京,GPE
135,台灣,GPE
135,台灣,GPE
135,亞洲,LOC
135,台灣,GPE
136,賴清德,PERSON
136,土城醫院,ORG
136,三峽,LOC
136,侯友宜,PERSON
136,聯合報,ORG
136,張策,PERSON
136,三峽,LOC
136,北大國,GPE
136,下午,TIME
136,賴清德,PERSON
136,晚間,TIME
136,新北土城醫院,FAC
136,新北,GPE
136,侯友宜,PERSON
136,晚間時分,TIME
136,土城,GPE
136,新北市,GPE
136,劉和然,PERSON
136,今午後,TIME
136,國光街,FAC
136,國成街,FAC
137,明天,DATE
137,明天,DATE
137,柯文哲,PERSON
137,蔣萬安,PERSON
137,三峽,LOC
138,賴清德,PERSON
138,週年,DATE
138,台灣,GPE
138,陳昀,PERSON
138,台北,GPE
138,賴清德,PERSON
138,明天,DATE
138,台灣,GPE
138,三,CARDINAL
138,台灣,GPE
138,台灣,GPE
138,三峽,LOC
138,北大國,GPE
138,賴,PERSON
138,三,CARDINAL
138,總統府敞廳,FAC
138,行政院長,ORG
138,卓榮泰,PERSON
138,經濟部長,ORG
138,郭智輝,PERSON
138,台北,GPE
138,國際電腦展,EVENT
138,下午,TIME
138,帛琉共和國,GPE
138,惠恕仁,PERSON
138,台,GPE
138,賴,PERSON
138,台灣,GPE
138,三,CARDINAL
138,第年,DATE
138,三,CARDINAL
138,太平洋,LOC
138,三,CARDINAL
138,美國,GPE
138,台灣,GPE
138,美,GPE
138,日,GPE
138,歐盟,ORG
138,台灣,GPE
138,台灣,GPE
138,台灣,GPE
138,台灣,GPE
138,台灣,GPE
138,第二年,DATE
139,新北三峽重大交通事故交通部,ORG
139,緊急應變中心,ORG
139,中央廣播電台,ORG
139,吳琍君,PERSON
139,新北市,GPE
139,今天,DATE
139,日下午,TIME
139,交通部長,ORG
139,陳世凱,PERSON
139,交通部,ORG
139,傍晚,TIME
139,公路局,ORG
139,台北區監理所,ORG
139,緊急應變中心,ORG
139,公路局,ORG
139,余,PERSON
139,今年月日,DATE
139,年月,DATE
139,今年月日,DATE
139,明年月日,DATE
141,三峽,LOC
141,三峽,LOC
142,壹蘋,PERSON
142,陳浩介,PERSON
142,陳浩介,PERSON
142,新北,GPE
142,新北市,GPE
142,國光街,LOC
142,國成街,LOC
142,今天,DATE
142,下午,TIME
142,張,PERSON
142,新北市,GPE
142,今天,DATE
142,下午,TIME
143,法務部,ORG
143,立法院,ORG
143,第幾,ORDINAL
143,第幾,ORDINAL
143,小恩小惠,PERSON
143,幾十年,DATE
143,幾千萬,CARDINAL
144,去年,DATE
144,中國珠海體育中心,FAC
144,三,CARDINAL
145,上個月,DATE
145,康橋,GPE
145,昨天,DATE
145,花蓮,GPE
145,今天,DATE
145,前幾年,DATE
145,前幾年,DATE
145,台南,GPE
145,凱道,ORG
145,交通部,ORG
145,交通部,ORG
146,這兩天,DATE
146,兩,CARDINAL
146,花蓮,GPE
146,三峽,LOC
146,兩,CARDINAL
146,五年,DATE
147,三峽,LOC
148,王如襄,PERSON
148,顏睿陞,PERSON
148,千萬,CARDINAL
148,靜安會,ORG
148,去年,DATE
148,萬元,MONEY
148,台中棟,ORG
148,億元,MONEY
148,上個月,DATE
148,竹聯幫靜安會,ORG
148,刑事局,ORG
148,台北市,GPE
148,松山,GPE
148,早上,TIME
148,下午,TIME
148,第時,ORDINAL
148,周,PERSON
148,周,PERSON
148,周,PERSON
148,新北市汐止,GPE
148,蔡,PERSON
148,早上,TIME
148,沈,PERSON
148,今年年初,DATE
148,松山南京東路,LOC
148,日,GPE
148,千五百萬元,MONEY
148,竹聯幫,ORG
148,靜安會,ORG
148,蔡,PERSON
148,三千萬,CARDINAL
148,許淑華辦公室,ORG
148,黃,PERSON
148,靜安,ORG
148,去年月日,DATE
148,兩,CARDINAL
148,千萬元,MONEY
148,台中,GPE
148,今年月初,DATE
148,董,PERSON
148,台北市,GPE
148,許淑華,PERSON
148,黃,PERSON
148,三峽,LOC
149,新竹市,GPE
149,桃園市八德區,GPE
149,三峽區,LOC
149,八,CARDINAL
150,廢物交通部,ORG
150,阿,GPE
151,高雄,GPE
151,台,GPE
152,臺灣,GPE
152,中國,GPE
152,中國,GPE
152,臺灣,GPE
152,兩年,DATE
152,臺灣,GPE
152,中國,GPE
153,今天,DATE
153,四碼,QUANTITY
154,阿彌陀佛,PERSON
155,安安,PERSON
155,阿肥,PERSON
155,今天,DATE
155,三峽,LOC
155,康橋腳踏車環島事件,EVENT
158,三,CARDINAL
158,交通部,ORG
158,這年內,DATE
158,台灣,GPE
159,自由時報,WORK_OF_ART
159,羅國,GPE
159,三峽,LOC
159,卓榮泰,PERSON
159,新北市,GPE
159,國成路,LOC
159,北大國,GPE
159,今天,DATE
159,下午,TIME
159,行政院長,ORG
159,卓榮泰,PERSON
159,劉和然,PERSON
159,晚上,TIME
159,亞東,GPE
159,行政院長,ORG
159,卓榮泰,PERSON
159,晚上時分,TIME
159,劉,PERSON
159,分鐘,TIME
159,侯友宜,PERSON
159,新聞局長,ORG
159,李利貞,PERSON
159,社會局,ORG
159,蘇巧慧,PERSON
159,時分,TIME
159,卓榮泰,PERSON
159,侯友宜,PERSON
159,侯,PERSON
159,今天,DATE
159,晚上,TIME
159,蘇巧,PERSON
159,慧,PERSON
159,亞東,LOC
159,卓榮泰,PERSON
159,卓榮泰,PERSON
159,北大國小,ORG
159,恩主公亞東醫院,ORG
159,長庚醫院,ORG
160,台灣,GPE
160,騎樓,FAC
160,台灣,GPE
161,日本,GPE
161,公視,ORG
161,翁如玫,PERSON
161,日本,GPE
161,福岡縣,GPE
161,筑紫野市,GPE
161,下午,TIME
161,日本日,DATE
161,第起,ORDINAL
161,午時半,TIME
161,四,CARDINAL
161,楊宜珊,PERSON
161,同天,DATE
162,個禮拜,DATE
162,個禮拜,DATE
164,世界衛生組織,ORG
164,三分之,CARDINAL
164,台灣,GPE
164,台灣,GPE
164,第條,ORDINAL
164,台灣,GPE
164,亞洲,LOC
164,日本,GPE
164,日本,GPE
164,台灣,GPE
164,日本,GPE
164,韓國,GPE
164,今年,DATE
164,夜間,TIME
164,加坡,GPE
164,新加坡,GPE
